1	Active	10	1	0.00	0.0	5.00	60.00	0.00	0	0.00	0.00	0.00	1	0	0	1.9	0	11	7	0.00	0.00	0.00	0.00	3.00	0	11	15	2.0	
2	Default	0	0	0.00	0.0	0.00	0.00	0.00	0	0.00	0.00	0.00	0	0	0	0.0	0	0	0	0.00	0.00	0.00	0.00	0.00	0	0	0	0.0	
