<; 19601840/1;15.00;kg;15.57;>o<;0.00;kg/h;15.57;1;181130;20201113;>
<; 19601840/1;9.52;kg;15.39;>o<;2974.37;kg/h;30.96;2;181136;20201113;>
<; 19601840/1;7.17;kg;11.87;>o<;1288.04;kg/h;42.83;3;181236;20201113;>
<; 19601840/1;15.00;kg;15.40;>o<;0.00;kg/h;15.40;1;181328;20201113;>
<; 19601840/1;15.00;kg;17.44;>o<;754.94;kg/h;32.84;2;181400;20201113;>
<; 19601840/1;15.00;kg;15.17;>o<;0.00;kg/h;15.17;1;182429;20201113;>
<; 19601840/1;15.00;kg;15.09;>o<;3825.48;kg/h;30.26;2;182443;20201113;>
<; 19601840/1;9.00;kg;10.74;>o<;2924.74;kg/h;41.00;3;182518;20201113;>
<; 19601840/1;15.00;kg;15.24;>o<;0.00;kg/h;15.24;1;183049;20201113;>
<; 19601840/1;15.00;kg;16.77;>o<;4212.47;kg/h;32.01;2;183100;20201113;>
