1	2	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0.00	0.00	0.00	5	51	High level sensor	Alarma peso insuficiente	
2	2	1	0	0	0	3	0	0	1	0	1	1	0	0	0	0	0.00	0.00	0.00	43	51	Compuerta descarga	Alarm příliš nízké 	
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2.00	5.00	2.00	5	0	Højt niveau-sensor		
