<;-------;#2;25.00;kg;25.41;>o<;24.00;=;25.50;5;0/1;170438;20190822;>
<;-------;#2;25.00;kg;25.37;>o<;24.00;=;25.50;5;0/1;170712;20190822;>
<;-------;#1;25.00;kg;25.28;>o<;24.00;=;25.50;2;0/1;170833;20190822;>
<;-------;#1;25.00;kg;24.89;>o<;24.00;=;25.50;2;0/1;171252;20190822;>
<;-------;#1;25.00;kg;24.95;>o<;24.00;=;25.50;2;0/1;171615;20190822;>
<;-------;#2;25.00;kg;24.93;>o<;24.00;=;25.50;5;0/1;171620;20190822;>
<;-------;#1;25.00;kg;25.30;>o<;24.00;=;25.50;2;0/1;085914;20190823;>
<;-------;#2;25.00;kg;25.10;>o<;24.00;=;25.50;5;0/1;085926;20190823;>
<;-------;#1;25.00;kg;25.27;>o<;24.00;=;25.50;3;0/1;090044;20190823;>
<;-------;#2;25.00;kg;24.83;>o<;24.00;=;25.50;5;0/1;090048;20190823;>
<;-------;#1;25.00;kg;25.10;>o<;24.00;=;25.50;4;0/1;090219;20190823;>
<;-------;#2;25.00;kg;25.26;>o<;24.00;=;25.50;5;0/1;090224;20190823;>
<;-------;#1;25.00;kg;25.27;>o<;24.00;=;25.50;5;0/1;090514;20190823;>
<;-------;#2;25.00;kg;25.43;>o<;24.00;=;25.50;6;0/1;090536;20190823;>
