1	Regular Rolled Oat	50.25	lb	
2	Thick Rolled Oat	50.00	lb	
3	Quick Flakes	50.10	lb	
4	Instant / Baby Flakes	50.00	lb	
5	Bran	50.00	lb	
6	Whole Graots /Cut Graots	50.25	lb	
7	All	25.00	lb	
8	Steelcut Oat Groats	25.05	kg	
9	Free 9	0.00	kg	
10	Free 10	0.00	kg	
