1	Active	0.00	0.00	0.00	0.00	10	0	2	1	2	1	English	4	Czech	1	English	3	0	0	0.00	3	0	0	0	-------	-------	-------	-------	-------	-------	-------	-------	-------	-------	
2	Default	0.00	0.00	0.00	0.00	10	0	0	0	0	1	English	0	-------	0	-------	0	0	0	0.00	0	0	0	0	-------	-------	-------	-------	-------	-------	-------	-------	-------	-------	
