<;2006279;25.00;kg;12.32;>o<;24.00;-;27.00;4;1/1;100858;20210209;>
<;2006279;25.00;kg;20.71;>o<;24.00;-;27.00;5;1/1;101052;20210209;>
<;2006279;25.00;kg;12.35;>o<;24.00;-;27.00;6;1/1;101125;20210209;>
<;2006279;25.00;kg;24.64;>o<;24.00;=;27.00;7;1/1;101231;20210209;>
<;2006279;25.00;kg;0.00;>o<;24.00;-;27.00;8;1/1;101701;20210209;>
<;2006279;25.00;kg;0.00;>o<;24.00;-;27.00;9;1/1;133504;20210209;>
<;2006279;25.00;kg;0.00;>o<;24.00;-;27.00;10;1/1;133704;20210209;>
<;2006279;25.00;kg;0.00;>o<;24.00;-;27.00;11;1/1;133811;20210209;>
<;2006279;25.00;kg;0.00;>o<;24.00;-;27.00;12;1/1;133947;20210209;>
<;2006279;25.00;kg;0.00;>o<;24.00;-;27.00;13;1/1;134031;20210209;>
