<;-------;50.00;kg;50.00;>o<;0.00;kg/h;9914.28;203;085000;20190702;>
<;-------;50.00;kg;50.00;>o<;0.00;kg/h;9964.28;204;085332;20190702;>
<;-------;50.00;kg;50.00;>o<;0.00;kg/h;10014.28;205;085358;20190702;>
<;-------;50.00;kg;50.00;>o<;0.00;kg/h;10064.28;206;090836;20190702;>
<;-------;50.00;kg;50.00;>o<;0.00;kg/h;10114.28;207;092017;20190702;>
<;-------;50.00;kg;50.00;>o<;0.00;kg/h;10164.28;208;092143;20190702;>
<;-------;50.00;kg;50.00;>o<;0.00;kg/h;10214.28;209;092642;20190702;>
<;-------;50.00;kg;50.00;>o<;0.00;kg/h;10264.28;210;092705;20190702;>
<;-------;50.00;kg;50.00;>o<;0.00;kg/h;10314.28;211;093131;20190702;>
<;-------;50.00;kg;50.00;>o<;0.00;kg/h;10364.28;212;093212;20190702;>
<;-------;50.00;kg;50.00;>o<;0.00;kg/h;10414.28;213;093718;20190702;>
<;-------;50.00;kg;50.00;>o<;312.18;kg/h;10464.28;214;093733;20190702;>
<;-------;50.00;kg;50.00;>o<;0.00;kg/h;10514.28;215;093902;20190702;>
<;-------;50.00;kg;50.00;>o<;2286.99;kg/h;10564.28;216;093947;20190702;>
<;-------;50.00;kg;50.00;>o<;0.00;kg/h;10614.28;217;094030;20190702;>
<;-------;50.00;kg;50.00;>o<;431.38;kg/h;10664.28;218;094041;20190702;>
<;-------;50.00;kg;50.00;>o<;1676.75;kg/h;10714.28;219;094055;20190702;>
<;-------;50.00;kg;50.00;>o<;2997.03;kg/h;10764.28;220;094106;20190702;>
<;-------;50.00;kg;50.00;>o<;0.00;kg/h;10814.28;221;094225;20190702;>
<;-------;50.00;kg;50.00;>o<;501.81;kg/h;10864.28;222;094237;20190702;>
