<;20602634;25.10;kg;25.26;>o<;24.98;=;25.35;7825;1/1;144214;20200928;>
<;20602634;25.10;kg;25.50;>o<;24.98;+;25.35;7826;1/1;144243;20200928;>
<;20602634;25.10;kg;25.26;>o<;24.00;=;26.00;7827;1/1;144316;20200928;>
<;20602634;25.10;kg;25.09;>o<;24.00;=;26.00;7828;1/1;144443;20200928;>
<;20602634;25.10;kg;25.44;>o<;24.00;=;26.00;7829;1/1;144517;20200928;>
<;20602634;25.10;kg;25.27;>o<;24.00;=;26.00;7830;1/1;144615;20200928;>
<;20602634;25.10;kg;25.34;>o<;24.00;=;26.00;7831;1/1;145749;20200928;>
<;20602634;25.10;kg;25.79;>o<;24.00;=;26.00;7832;1/1;145820;20200928;>
<;20602634;25.10;kg;25.66;>o<;24.00;=;26.00;7833;1/1;145846;20200928;>
<;20602634;25.10;kg;25.03;>o<;24.00;=;26.00;7834;1/1;150349;20200928;>
<;20602634;25.10;kg;25.10;>o<;24.00;=;26.00;7835;1/1;150418;20200928;>
<;20602634;25.10;kg;25.52;>o<;24.00;=;26.00;7836;1/1;150644;20200928;>
<;20602634;25.10;kg;25.08;>o<;24.00;=;26.00;7837;1/1;150718;20200928;>
<;20602634;25.10;kg;25.77;>o<;24.00;=;26.00;7838;1/1;151219;20200928;>
<;20602634;25.10;kg;25.21;>o<;24.00;=;26.00;7839;1/1;151244;20200928;>
<;20602634;25.10;kg;25.34;>o<;24.00;=;26.00;7840;1/1;151307;20200928;>
<;20602634;25.10;kg;25.25;>o<;24.00;=;26.00;7841;1/1;151334;20200928;>
<;20602634;25.10;kg;25.09;>o<;24.00;=;26.00;7842;1/1;151355;20200928;>
<;20602634;25.10;kg;25.18;>o<;24.00;=;26.00;7843;1/1;151605;20200928;>
<;20602634;25.10;kg;25.81;>o<;24.00;=;26.00;7844;1/1;151624;20200928;>
<;20602634;25.10;kg;25.23;>o<;24.00;=;26.00;7845;1/1;151641;20200928;>
<;20602634;25.10;kg;25.12;>o<;24.00;=;26.00;7846;1/1;151657;20200928;>
<;20602634;25.10;kg;25.10;>o<;24.00;=;26.00;7847;1/1;151940;20200928;>
<;20602634;25.10;kg;25.20;>o<;24.00;=;26.00;7848;1/1;152005;20200928;>
<;20602634;25.10;kg;25.66;>o<;24.00;=;26.00;7849;1/1;152947;20200928;>
<;20602634;25.10;kg;25.80;>o<;24.00;=;26.00;7850;1/1;161412;20200928;>
<;20602634;25.10;kg;25.03;>o<;24.00;=;26.00;7851;1/1;161434;20200928;>
<;20602634;25.10;kg;25.00;>o<;24.00;=;26.00;7852;1/1;161455;20200928;>
