<;;25.00;kg;0.00;>o<;24.00;-;26.00;1;142314;>
<;;25.00;kg;25.18;>o<;24.00;=;26.00;2;142337;>
<;;25.00;kg;25.00;>o<;24.00;=;26.00;3;142429;>
<;;25.00;kg;0.00;>o<;24.00;-;26.00;4;142447;>
<;;25.00;kg;0.00;>o<;24.00;-;26.00;5;142454;>
<;;25.00;kg;25.07;>o<;24.00;=;26.00;6;142513;>
<;;25.00;kg;25.72;>o<;24.00;=;26.00;7;142556;>
<;;25.00;kg;25.05;>o<;24.00;=;26.00;8;142648;>
