<;-------;25.00;kg;0.00;25.00;==;25.00;1;114950;20200501;>
<;-------;25.00;kg;0.00;25.00;==;25.00;2;114953;20200501;>
<;-------;25.00;kg;0.00;25.00;==;25.00;3;114956;20200501;>
<;-------;25.00;kg;0.00;25.00;==;25.00;4;115000;20200501;>
<;-------;25.00;kg;0.00;25.00;==;25.00;5;115003;20200501;>
<;-------;25.00;kg;0.00;25.00;==;25.00;6;115006;20200501;>
<;-------;25.00;kg;0.00;25.00;==;25.00;7;115009;20200501;>
<;-------;25.00;kg;0.00;25.00;==;25.00;8;115012;20200501;>
<;-------;25.00;kg;0.00;25.00;==;25.00;9;115015;20200501;>
<;-------;25.00;kg;0.00;24.99;-A;24.99;10;115018;20200501;>
<;-------;25.00;kg;0.00;25.00;==;25.00;11;115021;20200501;>
<;-------;25.00;kg;0.00;25.00;==;25.00;12;115024;20200501;>
<;-------;25.00;kg;0.00;24.98;-R;24.98;13;115027;20200501;>
<;-------;25.00;kg;0.00;25.00;==;25.00;14;115030;20200501;>
<;-------;25.00;kg;0.00;25.00;==;25.00;15;115033;20200501;>
<;-------;25.00;kg;0.00;25.00;==;25.00;16;142449;20200501;>
<;-------;25.00;kg;0.00;25.00;==;25.00;17;142452;20200501;>
<;-------;25.00;kg;0.00;25.00;==;25.00;18;142455;20200501;>
<;-------;25.00;kg;0.00;25.00;==;25.00;19;142458;20200501;>
<;-------;25.00;kg;0.00;25.00;==;25.00;20;142501;20200501;>
<;-------;25.00;kg;0.00;25.00;==;25.00;21;142504;20200501;>
<;-------;25.00;kg;0.00;25.02;+R;25.02;22;142507;20200501;>
<;-------;25.00;kg;0.00;25.00;==;25.00;23;142510;20200501;>
<;-------;25.00;kg;0.00;25.00;==;25.00;24;142513;20200501;>
<;-------;25.00;kg;0.00;25.00;==;25.00;25;142516;20200501;>
<;-------;25.00;kg;0.00;25.00;==;25.00;26;142519;20200501;>
<;-------;25.00;kg;0.00;25.00;==;25.00;27;142523;20200501;>
<;-------;25.00;kg;0.00;25.00;==;25.00;28;142526;20200501;>
<;-------;25.00;kg;0.00;25.00;==;25.00;29;142529;20200501;>
<;-------;25.00;kg;0.00;25.00;==;25.00;30;142532;20200501;>
<;-------;25.00;kg;0.00;24.98;-R;24.98;31;142535;20200501;>
<;-------;25.00;kg;0.00;25.00;==;25.00;32;142538;20200501;>
<;-------;25.00;kg;0.00;25.00;==;25.00;33;142541;20200501;>
<;-------;25.00;kg;0.00;25.00;==;25.00;34;142544;20200501;>
<;-------;25.00;kg;0.00;25.00;==;25.00;35;142547;20200501;>
<;-------;25.00;kg;0.00;25.00;==;25.00;36;142550;20200501;>
<;-------;25.00;kg;0.00;25.00;==;25.00;37;142553;20200501;>
<;-------;25.00;kg;0.00;24.99;-A;24.99;38;142556;20200501;>
<;-------;25.00;kg;0.00;25.00;==;25.00;39;142559;20200501;>
<;-------;25.00;kg;0.00;25.02;+R;25.02;40;142602;20200501;>
<;-------;25.00;kg;0.00;25.00;==;25.00;41;142605;20200501;>
<;-------;25.00;kg;0.00;25.00;==;25.00;42;142608;20200501;>
<;-------;25.00;kg;0.00;25.00;==;25.00;43;142611;20200501;>
<;-------;25.00;kg;0.00;25.00;==;25.00;44;142614;20200501;>
<;-------;25.00;kg;0.00;24.99;-A;24.99;45;142617;20200501;>
<;-------;25.00;kg;0.00;25.00;==;25.00;46;142620;20200501;>
