<;20602634;25.10;kg;25.23;>o<;24.00;=;26.00;1;1/1;093930;20201009;>
<;20602634;25.10;kg;24.90;>o<;24.00;=;26.00;2;1/1;094046;20201009;>
<;20602634;25.10;kg;25.14;>o<;24.00;=;26.00;3;1/1;094116;20201009;>
<;20602634;25.10;kg;25.07;>o<;24.00;=;26.00;4;1/1;094739;20201009;>
<;20602634;25.10;kg;24.80;>o<;24.00;=;26.00;5;1/1;094759;20201009;>
<;20602634;25.10;kg;25.12;>o<;24.00;=;26.00;6;1/1;094816;20201009;>
<;20602634;25.10;kg;25.11;>o<;24.00;=;26.00;7;1/1;094834;20201009;>
<;20602634;25.10;kg;24.86;>o<;24.00;=;26.00;8;1/1;094905;20201009;>
<;20602634;25.10;kg;25.13;>o<;24.00;=;26.00;9;1/1;094920;20201009;>
<;20602634;25.10;kg;25.85;>o<;24.00;=;26.00;10;1/1;095941;20201009;>
<;20602634;25.10;kg;24.62;>o<;24.00;=;26.00;11;1/1;100011;20201009;>
<;20602634;25.10;kg;25.39;>o<;24.00;=;26.00;12;1/1;100454;20201009;>
<;20602634;25.10;kg;24.97;>o<;24.00;=;26.00;13;1/1;100738;20201009;>
<;20602634;25.10;kg;25.23;>o<;24.00;=;26.00;14;1/1;101426;20201009;>
<;20602634;25.10;kg;24.99;>o<;24.00;=;26.00;15;1/1;101441;20201009;>
<;20602634;25.10;kg;25.13;>o<;24.00;=;26.00;16;1/1;101502;20201009;>
<;20602634;25.10;kg;25.00;>o<;24.00;=;26.00;17;1/1;101516;20201009;>
<;20602634;25.10;kg;25.13;>o<;24.00;=;26.00;18;1/1;101533;20201009;>
<;20602634;25.10;kg;25.14;>o<;24.00;=;26.00;19;1/1;102320;20201009;>
<;20602634;25.10;kg;25.20;>o<;24.00;=;26.00;20;1/1;102336;20201009;>
<;20602634;25.10;kg;25.31;>o<;24.00;=;26.00;21;1/1;102349;20201009;>
<;20602634;25.10;kg;25.34;>o<;24.00;=;26.00;22;1/1;102450;20201009;>
<;20602634;25.10;kg;25.32;>o<;24.00;=;26.00;23;1/1;114821;20201009;>
<;20602634;25.10;kg;25.74;>o<;24.00;=;26.00;24;1/1;114847;20201009;>
<;20602634;25.10;kg;25.32;>o<;24.00;=;26.00;25;1/1;114920;20201009;>
<;20602634;25.10;kg;24.62;>o<;24.00;=;26.00;26;1/1;114947;20201009;>
<;20602634;25.10;kg;24.88;>o<;24.00;=;26.00;27;1/1;115344;20201009;>
<;20602634;25.10;kg;25.16;>o<;24.00;=;26.00;28;1/1;115511;20201009;>
<;20602634;25.10;kg;25.19;>o<;24.00;=;26.00;29;1/1;115523;20201009;>
<;20602634;25.10;kg;25.34;>o<;24.00;=;26.00;30;1/1;115537;20201009;>
