<;20602634;25.10;kg;24.99;>o<;24.00;=;26.00;102;1/1;083759;20201016;>
<;20602634;25.10;kg;25.20;>o<;24.00;=;26.00;103;1/1;083831;20201016;>
<;20602634;25.10;kg;25.11;>o<;24.00;=;26.00;104;1/1;083924;20201016;>
<;20602634;25.10;kg;25.22;>o<;24.00;=;26.00;105;1/1;084023;20201016;>
<;20602634;25.10;kg;25.19;>o<;24.00;=;26.00;106;1/1;084047;20201016;>
<;20602634;25.10;kg;25.19;>o<;24.00;=;26.00;107;1/1;084114;20201016;>
<;20602634;25.10;kg;25.25;>o<;24.00;=;26.00;108;1/1;084146;20201016;>
<;20602634;25.10;kg;25.13;>o<;24.00;=;26.00;109;1/1;084214;20201016;>
<;20602634;25.10;kg;25.02;>o<;24.00;=;26.00;110;1/1;084233;20201016;>
<;20602634;25.10;kg;25.46;>o<;24.00;=;26.00;111;1/1;084258;20201016;>
