<;19600873;25.00;kg;24.08;>o<;24.00;=;26.00;38;140140;>
<;19600873;25.00;kg;25.45;>o<;24.00;=;26.00;39;140547;>
<;19600873;25.00;kg;25.31;>o<;24.00;=;26.00;40;140717;>
<;19600873;25.00;kg;24.60;>o<;24.00;=;26.00;41;141024;>
<;19600873;25.00;kg;24.81;>o<;24.00;=;26.00;42;141652;>
<;19600873;25.00;kg;25.04;>o<;24.00;=;26.00;43;141808;>
<;19600873;25.00;kg;25.51;>o<;24.00;=;26.00;44;142442;>
<;19600873;25.00;kg;25.70;>o<;24.00;=;26.00;45;142754;>
<;19600873;25.00;kg;24.85;>o<;24.00;=;26.00;46;142853;>
<;19600873;25.00;kg;25.52;>o<;24.00;=;26.00;47;142948;>
<;19600873;25.00;kg;24.41;>o<;24.00;=;26.00;48;145347;>
