<; 19601840/1;19.41;kg;20.23;>o<;0.00;kg/h;20.23;1;155228;20201101;>
<; 19601840/1;20.00;kg;19.81;>o<;0.00;kg/h;40.04;2;155254;20201101;>
<; 19601840/1;20.00;kg;21.32;>o<;2729.62;kg/h;61.36;3;155307;20201101;>
<; 19601840/1;19.19;kg;20.49;>o<;5195.17;kg/h;81.85;4;155320;20201101;>
<; 19601840/1;19.19;kg;19.97;>o<;4755.29;kg/h;101.82;5;155345;20201101;>
<; 19601840/1;20.00;kg;20.35;>o<;0.00;kg/h;122.17;6;155424;20201101;>
<; 19601840/1;15.00;kg;15.82;>o<;0.00;kg/h;137.99;7;155513;20201101;>
<; 19601840/1;15.00;kg;15.32;>o<;2694.03;kg/h;153.31;8;155525;20201101;>
<; 19601840/1;9.43;kg;11.30;>o<;4461.68;kg/h;164.61;9;155541;20201101;>
<; 19601840/1;9.43;kg;8.56;>o<;1150.42;kg/h;173.17;10;155659;20201101;>
<; 19601840/1;15.00;kg;15.54;>o<;976.49;kg/h;188.71;11;155750;20201101;>
<; 19601840/1;15.00;kg;14.74;>o<;2480.39;kg/h;203.45;12;155810;20201101;>
<; 19601840/1;10.02;kg;9.70;>o<;0.00;kg/h;213.15;13;171206;20201101;>
<; 19601840/1;15.00;kg;10.09;>o<;1150.69;kg/h;223.24;14;171219;20201101;>
