<;20602634;25.00;kg;25.15;>o<;24.50;=;26.00;27;1/1;103351;20210324;>
<;20602634;25.00;kg;25.08;>o<;24.50;=;26.00;28;1/1;103531;20210324;>
<;20602634;25.00;kg;25.02;>o<;24.50;=;26.00;29;1/1;103631;20210324;>
<;20602634;25.00;kg;24.55;>o<;24.50;=;26.00;30;1/1;103754;20210324;>
<;20602634;25.00;kg;25.14;>o<;24.50;=;26.00;31;1/1;103820;20210324;>
<;20602634;25.00;kg;25.30;>o<;24.50;=;26.00;32;1/1;103842;20210324;>
<;20602634;25.00;kg;25.15;>o<;24.50;=;26.00;33;1/1;103904;20210324;>
<;20602634;25.00;kg;25.02;>o<;24.50;=;26.00;34;1/1;103929;20210324;>
<;20602634;25.00;kg;25.05;>o<;24.50;=;26.00;35;1/1;103956;20210324;>
<;20602634;25.00;kg;25.02;>o<;24.50;=;26.00;36;1/1;104020;20210324;>
<;20602634;25.00;kg;25.24;>o<;24.50;=;26.00;37;1/1;104044;20210324;>
<;20602634;25.00;kg;25.27;>o<;24.50;=;26.00;38;1/1;104121;20210324;>
<;20602634;25.00;kg;25.45;>o<;24.50;=;26.00;39;1/1;104149;20210324;>
<;20602634;25.00;kg;24.99;>o<;24.50;=;26.00;40;1/1;104213;20210324;>
<;20602634;25.00;kg;25.09;>o<;24.50;=;26.00;41;1/1;104237;20210324;>
<;20602634;25.00;kg;24.96;>o<;24.50;=;26.00;42;1/1;104533;20210324;>
<;20602634;25.00;kg;25.00;---;24.50;=;26.00;43;1/1;104700;20210324;>
