1	Active	10	1	0.00	0.0	5.00	60.00	0	2.00	0.00	0.00	0	1	0	0.0	1	0	11	7.00	0.00	0.00	0.00	0	3	0	11.0	0.50	
2	Default	10	10	20.00	0.1	3.00	10.00	3	20.00	5.00	0.00	10	1	0	10.0	1	0	11	7.00	0.00	0.00	0.00	0	3	0	0.0	1.40	
