<;;25.00;kg;25.49;>o<;25.00;+;25.25;1;153404;>20200407;>
<;;25.00;kg;25.16;>o<;24.00;=;26.00;2;153714;>20200407;>
<;;25.00;kg;0.00;>o<;24.00;-;26.00;3;153733;>20200407;>
<;;25.00;kg;25.06;>o<;24.00;=;26.00;4;153755;>20200407;>
<;;25.00;kg;25.35;>o<;24.00;=;26.00;5;153851;>20200407;>
<;;25.00;kg;25.08;>o<;24.00;=;26.00;6;155939;>20200407;>
<;;25.00;kg;0.00;>o<;24.00;-;26.00;7;223256;>20200407;>
<;;25.00;kg;25.60;>o<;24.00;=;26.00;8;223329;>20200407;>
<;;25.00;kg;24.88;>o<;24.00;=;26.00;9;223411;>20200407;>
<;;25.00;kg;24.16;>o<;24.00;=;26.00;10;223514;>20200407;>
<;;25.00;kg;24.66;>o<;24.00;=;26.00;11;223709;>20200407;>
<;;25.00;kg;0.00;>o<;24.00;-;26.00;12;224106;>20200407;>
<;;25.00;kg;24.86;>o<;24.00;=;26.00;13;224140;>20200407;>
<;;25.00;kg;24.75;>o<;24.00;=;26.00;14;224251;>20200407;>
<;;25.00;kg;25.12;>o<;24.00;=;26.00;15;224414;>20200407;>
<;;25.00;kg;25.49;>o<;24.00;=;26.00;16;224514;>20200407;>
<;;25.00;kg;25.60;>o<;24.00;=;26.00;17;225903;>20200407;>
