<;19600873;10.00;kg;11.02;>o<;9.00;+;11.00;1;085938;>
<;19600873;10.00;kg;9.48;>o<;9.00;=;11.00;2;090103;>
<;19600873;10.00;kg;9.33;>o<;9.00;=;11.00;1;091009;>
<;19600873;10.00;kg;0.00;>o<;9.00;-;11.00;2;091033;>
<;19600873;10.00;kg;9.12;>o<;9.00;=;11.00;3;091057;>
<;19600873;10.00;kg;9.45;>o<;9.00;=;11.00;4;091140;>
<;19600873;10.00;kg;9.59;>o<;9.00;=;11.00;5;091320;>
<;19600873;10.00;kg;9.34;>o<;9.00;=;11.00;6;091425;>
<;19600873;10.00;kg;9.67;>o<;9.00;=;11.00;7;091943;>
<;19600873;10.00;kg;9.52;>o<;9.00;=;11.00;8;092255;>
<;19600873;10.00;kg;9.56;>o<;9.00;=;11.00;9;092400;>
<;19600873;10.00;kg;9.46;>o<;9.00;=;11.00;10;093541;>
<;19600873;10.00;kg;10.08;>o<;9.00;=;11.00;11;093640;>
<;19600873;10.00;kg;9.82;>o<;9.00;=;11.00;12;093736;>
